epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,4629.89,0.46502,0.26495,0.77665,0.98716,0.98577,0.99164,0.92497,0.36942,0.23404,0.7458,0.00542125,0.00542125,0.00542125
187,4654.43,0.46931,0.26959,0.77838,0.99089,0.98756,0.99225,0.92549,0.37066,0.23556,0.74502,0.0053965,0.0053965,0.0053965
188,4679.26,0.46355,0.26432,0.77654,0.98995,0.98747,0.99266,0.92731,0.37205,0.23976,0.74456,0.00537175,0.00537175,0.00537175
189,4703.73,0.46071,0.27086,0.7766,0.98845,0.98878,0.9929,0.92765,0.37066,0.24138,0.74488,0.005347,0.005347,0.005347
190,4728.2,0.46926,0.26966,0.7776,0.98901,0.98937,0.9927,0.92977,0.36719,0.23531,0.74539,0.00532225,0.00532225,0.00532225
191,4752.92,0.46218,0.26741,0.77626,0.98889,0.98848,0.9926,0.92819,0.36439,0.23657,0.74577,0.0052975,0.0052975,0.0052975
192,4777.23,0.45999,0.26701,0.77663,0.99016,0.98733,0.99243,0.92546,0.3649,0.23437,0.74561,0.00527275,0.00527275,0.00527275
193,4802.06,0.45771,0.2624,0.77574,0.9899,0.98857,0.99245,0.92687,0.36623,0.2333,0.74517,0.005248,0.005248,0.005248
194,4826.41,0.45629,0.2624,0.77591,0.98875,0.98877,0.99242,0.9259,0.36563,0.23541,0.74496,0.00522325,0.00522325,0.00522325
195,4850.93,0.4616,0.26469,0.77777,0.98845,0.98847,0.99271,0.9289,0.36837,0.23635,0.74498,0.0051985,0.0051985,0.0051985
196,4875.55,0.45729,0.26414,0.7781,0.98738,0.98883,0.9926,0.93006,0.36355,0.23651,0.74485,0.00517375,0.00517375,0.00517375
197,4900.16,0.45563,0.262,0.77717,0.98823,0.98697,0.99239,0.93209,0.36067,0.23412,0.74476,0.005149,0.005149,0.005149
198,4925.1,0.45785,0.26479,0.77652,0.98649,0.98581,0.99234,0.92996,0.35872,0.23098,0.74466,0.00512425,0.00512425,0.00512425
199,4950,0.45434,0.26273,0.77632,0.9869,0.98875,0.99268,0.9311,0.35895,0.22954,0.74488,0.0050995,0.0050995,0.0050995
200,4974.54,0.45035,0.26156,0.77564,0.98909,0.98841,0.9927,0.93175,0.35552,0.2304,0.74445,0.00507475,0.00507475,0.00507475
201,4999.14,0.44794,0.25964,0.77635,0.98789,0.98895,0.99266,0.93097,0.35623,0.22788,0.74403,0.00505,0.00505,0.00505
202,5023.73,0.44435,0.25574,0.77493,0.98822,0.98888,0.99247,0.92799,0.35836,0.22736,0.74372,0.00502525,0.00502525,0.00502525
203,5048.29,0.44378,0.257,0.7777,0.98944,0.98851,0.99272,0.92684,0.35767,0.22828,0.74377,0.0050005,0.0050005,0.0050005
204,5073.01,0.44898,0.26045,0.77515,0.98845,0.98867,0.9927,0.92917,0.35885,0.22919,0.74386,0.00497575,0.00497575,0.00497575
205,5097.48,0.44985,0.2619,0.77704,0.98877,0.98854,0.99277,0.9279,0.35836,0.23098,0.74409,0.004951,0.004951,0.004951
206,5121.77,0.44908,0.26003,0.77522,0.988,0.98968,0.99269,0.92775,0.35977,0.23231,0.74409,0.00492625,0.00492625,0.00492625
207,5146.52,0.44549,0.25955,0.77581,0.98921,0.98846,0.99275,0.92894,0.36035,0.23279,0.744,0.0049015,0.0049015,0.0049015
208,5171.05,0.44331,0.26082,0.77716,0.98839,0.98858,0.99242,0.9286,0.35685,0.2315,0.74407,0.00487675,0.00487675,0.00487675
209,5195.97,0.44996,0.25934,0.77377,0.98905,0.98827,0.99241,0.92949,0.35814,0.23307,0.74442,0.004852,0.004852,0.004852
210,5220.51,0.45017,0.25694,0.7766,0.98871,0.98861,0.99241,0.93139,0.35794,0.22915,0.74451,0.00482725,0.00482725,0.00482725
211,5244.84,0.44346,0.25905,0.77593,0.98973,0.98881,0.99251,0.93048,0.35644,0.22648,0.74402,0.0048025,0.0048025,0.0048025
212,5269.78,0.43947,0.25843,0.77663,0.98999,0.9894,0.99221,0.92999,0.35548,0.22677,0.74374,0.00477775,0.00477775,0.00477775
213,5294.52,0.43551,0.25661,0.77462,0.9853,0.99268,0.99231,0.92999,0.35442,0.2301,0.74392,0.004753,0.004753,0.004753
214,5319.02,0.43912,0.25752,0.77671,0.98459,0.99243,0.9923,0.92771,0.3563,0.22941,0.74387,0.00472825,0.00472825,0.00472825
215,5343.7,0.43483,0.25453,0.77608,0.98816,0.99039,0.99259,0.92827,0.35868,0.22944,0.74375,0.0047035,0.0047035,0.0047035
216,5368.03,0.44489,0.26027,0.77472,0.98961,0.9904,0.99271,0.93063,0.35724,0.22874,0.74376,0.00467875,0.00467875,0.00467875
217,5392.5,0.44047,0.2533,0.77734,0.99051,0.99037,0.99282,0.92778,0.3584,0.22853,0.74399,0.004654,0.004654,0.004654
218,5417.16,0.4441,0.25773,0.77367,0.99055,0.98981,0.9927,0.92961,0.35999,0.22609,0.74403,0.00462925,0.00462925,0.00462925
219,5441.67,0.43513,0.25237,0.77646,0.9892,0.98983,0.99284,0.92913,0.36006,0.22719,0.74385,0.0046045,0.0046045,0.0046045
220,5466.47,0.44078,0.25469,0.77542,0.98996,0.98975,0.99252,0.93147,0.35856,0.22826,0.74347,0.00457975,0.00457975,0.00457975
221,5491.12,0.42908,0.25233,0.77627,0.99044,0.98971,0.99261,0.93042,0.35785,0.22534,0.7434,0.004555,0.004555,0.004555
222,5515.77,0.43249,0.25362,0.77519,0.98876,0.99049,0.99263,0.93103,0.35473,0.22484,0.74348,0.00453025,0.00453025,0.00453025
223,5540.38,0.42661,0.25157,0.77529,0.9907,0.98882,0.99257,0.92964,0.35555,0.22479,0.7437,0.0045055,0.0045055,0.0045055
224,5564.86,0.42292,0.2468,0.77571,0.98931,0.98978,0.9925,0.93119,0.3545,0.22363,0.74365,0.00448075,0.00448075,0.00448075
225,5589.6,0.42598,0.25028,0.77418,0.98961,0.99,0.99271,0.93175,0.35395,0.22255,0.74353,0.004456,0.004456,0.004456
226,5614.17,0.42667,0.2508,0.77727,0.98733,0.99016,0.99276,0.9313,0.35259,0.22211,0.74325,0.00443125,0.00443125,0.00443125
227,5638.72,0.42883,0.25052,0.7748,0.98508,0.99326,0.9927,0.93418,0.3507,0.2226,0.74321,0.0044065,0.0044065,0.0044065
228,5663.26,0.41727,0.24679,0.77325,0.98593,0.98973,0.99264,0.93492,0.34898,0.2213,0.74286,0.00438175,0.00438175,0.00438175
229,5687.85,0.42942,0.24874,0.77561,0.98765,0.98992,0.99252,0.93435,0.34815,0.22272,0.74326,0.004357,0.004357,0.004357
230,5712.39,0.42163,0.24592,0.77398,0.98932,0.9895,0.99264,0.93259,0.35029,0.2237,0.74327,0.00433225,0.00433225,0.00433225
231,5737.34,0.42075,0.24495,0.77526,0.99033,0.98938,0.99271,0.9317,0.34951,0.22576,0.74341,0.0043075,0.0043075,0.0043075
232,5761.9,0.42137,0.24843,0.77484,0.99063,0.98977,0.9927,0.93367,0.34981,0.22738,0.74307,0.00428275,0.00428275,0.00428275
233,5786.94,0.42661,0.24796,0.77404,0.99103,0.98886,0.99259,0.93306,0.34975,0.22732,0.74325,0.004258,0.004258,0.004258
234,5811.19,0.41434,0.24425,0.77571,0.98978,0.98828,0.99234,0.93288,0.34584,0.2258,0.74309,0.00423325,0.00423325,0.00423325
235,5836.09,0.40968,0.24755,0.77325,0.99016,0.9892,0.99215,0.93218,0.34699,0.22724,0.74299,0.0042085,0.0042085,0.0042085
236,5860.87,0.41778,0.24617,0.77501,0.99036,0.98881,0.9922,0.93282,0.34627,0.22465,0.74318,0.00418375,0.00418375,0.00418375
237,5885.54,0.42411,0.25073,0.77571,0.98932,0.9888,0.99224,0.93567,0.34473,0.22388,0.74303,0.004159,0.004159,0.004159
238,5910.17,0.4206,0.24803,0.77522,0.99053,0.98942,0.99256,0.93727,0.34324,0.22203,0.74283,0.00413425,0.00413425,0.00413425
239,5934.87,0.41557,0.24575,0.77529,0.99079,0.98924,0.99232,0.93578,0.34359,0.22026,0.7429,0.0041095,0.0041095,0.0041095
240,5959.32,0.41285,0.24815,0.77332,0.98987,0.98901,0.99237,0.93597,0.34417,0.22042,0.74268,0.00408475,0.00408475,0.00408475
241,5984.06,0.41664,0.24514,0.77494,0.98987,0.98929,0.99237,0.93519,0.34236,0.21878,0.74264,0.00406,0.00406,0.00406
242,6008.62,0.41129,0.24292,0.77307,0.99042,0.98762,0.99233,0.93512,0.3432,0.21856,0.74256,0.00403525,0.00403525,0.00403525
243,6033.34,0.41904,0.24384,0.77506,0.99018,0.98791,0.99265,0.93631,0.34151,0.21752,0.74248,0.0040105,0.0040105,0.0040105
244,6058,0.40698,0.2429,0.77246,0.9892,0.98899,0.99262,0.93709,0.34299,0.21879,0.7423,0.00398575,0.00398575,0.00398575
245,6082.3,0.41353,0.24384,0.77361,0.98902,0.98911,0.99263,0.93816,0.3427,0.21893,0.74234,0.003961,0.003961,0.003961
246,6106.88,0.40516,0.24103,0.77237,0.99019,0.98921,0.99227,0.93703,0.34301,0.21722,0.74232,0.00393625,0.00393625,0.00393625
247,6132.1,0.40511,0.24246,0.77316,0.98911,0.98942,0.99229,0.93698,0.34127,0.21674,0.74225,0.0039115,0.0039115,0.0039115
248,6156.51,0.40562,0.24348,0.7748,0.98895,0.98928,0.99228,0.9371,0.3398,0.2148,0.74217,0.00388675,0.00388675,0.00388675
249,6181.44,0.4101,0.23986,0.77503,0.98875,0.98906,0.99236,0.93738,0.33872,0.21535,0.74223,0.003862,0.003862,0.003862
250,6205.69,0.40061,0.24034,0.77352,0.98856,0.98932,0.9927,0.934,0.34146,0.2167,0.74203,0.00383725,0.00383725,0.00383725
251,6230.1,0.40781,0.23923,0.77215,0.98886,0.98902,0.99276,0.93494,0.34079,0.21471,0.74216,0.0038125,0.0038125,0.0038125
252,6255.82,0.40655,0.23917,0.77424,0.98775,0.9881,0.99273,0.93798,0.33911,0.21429,0.74232,0.00378775,0.00378775,0.00378775
253,6280.35,0.40298,0.23975,0.77438,0.98987,0.989,0.99235,0.93575,0.33884,0.2136,0.74219,0.003763,0.003763,0.003763
254,6304.74,0.40924,0.2392,0.77369,0.98984,0.98935,0.99238,0.93644,0.33957,0.21375,0.74229,0.00373825,0.00373825,0.00373825
255,6329.79,0.39652,0.23865,0.7757,0.99006,0.98928,0.9924,0.93579,0.338,0.21481,0.74237,0.0037135,0.0037135,0.0037135
256,6354.13,0.39629,0.23643,0.77373,0.9899,0.98943,0.99239,0.93281,0.33945,0.21498,0.74235,0.00368875,0.00368875,0.00368875
257,6379.08,0.39247,0.23685,0.77347,0.98992,0.98976,0.99241,0.93558,0.33696,0.21375,0.74207,0.003664,0.003664,0.003664
258,6403.8,0.39374,0.23496,0.77286,0.99005,0.98964,0.99244,0.93381,0.33742,0.21316,0.74203,0.00363925,0.00363925,0.00363925
259,6428.56,0.39657,0.23511,0.77361,0.98981,0.98919,0.99237,0.93353,0.33692,0.21289,0.74213,0.0036145,0.0036145,0.0036145
260,6453.19,0.39408,0.23472,0.77484,0.98991,0.98921,0.99233,0.93514,0.33388,0.21205,0.74206,0.00358975,0.00358975,0.00358975
261,6477.77,0.39699,0.23761,0.77267,0.98997,0.98871,0.99231,0.93557,0.33514,0.2135,0.74199,0.003565,0.003565,0.003565
262,6502.17,0.39553,0.23839,0.77487,0.99015,0.98876,0.99254,0.93578,0.33536,0.213,0.74194,0.00354025,0.00354025,0.00354025
263,6526.86,0.39478,0.23846,0.77318,0.99111,0.98938,0.99258,0.9362,0.33514,0.21263,0.74181,0.0035155,0.0035155,0.0035155
264,6551.32,0.39166,0.23941,0.77269,0.99124,0.98902,0.99242,0.93807,0.33276,0.21195,0.74183,0.00349075,0.00349075,0.00349075
265,6576.03,0.39613,0.23797,0.77418,0.99138,0.98914,0.99222,0.93581,0.33551,0.21357,0.74157,0.003466,0.003466,0.003466
266,6600.63,0.39199,0.23306,0.77392,0.99197,0.98912,0.99258,0.9366,0.33604,0.21343,0.74159,0.00344125,0.00344125,0.00344125
267,6624.94,0.39448,0.23518,0.77396,0.99157,0.98904,0.9926,0.93712,0.33462,0.21224,0.74156,0.0034165,0.0034165,0.0034165
268,6649.55,0.3913,0.23263,0.7745,0.99163,0.98908,0.99257,0.93582,0.33331,0.21216,0.74149,0.00339175,0.00339175,0.00339175
269,6674.06,0.3905,0.2318,0.77226,0.99183,0.98896,0.99253,0.93617,0.333,0.21165,0.74158,0.003367,0.003367,0.003367
270,6698.71,0.38999,0.23721,0.77263,0.99168,0.98902,0.9926,0.93702,0.33319,0.21268,0.74155,0.00334225,0.00334225,0.00334225
271,6723.44,0.38864,0.22993,0.77262,0.99169,0.98912,0.99272,0.93654,0.33363,0.2131,0.74159,0.0033175,0.0033175,0.0033175
272,6748.44,0.38514,0.23279,0.7728,0.99225,0.98909,0.99278,0.93793,0.33175,0.21185,0.74137,0.00329275,0.00329275,0.00329275
273,6772.97,0.3798,0.2287,0.77337,0.99281,0.98689,0.99275,0.93984,0.33297,0.21255,0.74159,0.003268,0.003268,0.003268
274,6797.41,0.39267,0.23539,0.77534,0.99256,0.98686,0.99274,0.94041,0.33346,0.21332,0.74178,0.00324325,0.00324325,0.00324325
275,6821.91,0.38849,0.23804,0.77293,0.99201,0.98737,0.99277,0.94165,0.33179,0.21288,0.74189,0.0032185,0.0032185,0.0032185
276,6846.56,0.38204,0.23389,0.77254,0.9905,0.98974,0.99281,0.9414,0.33318,0.21217,0.74178,0.00319375,0.00319375,0.00319375
277,6871.17,0.38354,0.22873,0.77373,0.9908,0.98981,0.99284,0.94105,0.33293,0.21237,0.74171,0.003169,0.003169,0.003169
278,6895.5,0.38057,0.23066,0.77347,0.99105,0.98943,0.99284,0.94121,0.33169,0.21196,0.74162,0.00314425,0.00314425,0.00314425
279,6920.18,0.3826,0.23496,0.77382,0.9903,0.98948,0.99281,0.94157,0.33219,0.21185,0.74168,0.0031195,0.0031195,0.0031195
280,6944.64,0.38281,0.22881,0.77127,0.99197,0.98716,0.99283,0.93815,0.33297,0.2104,0.74153,0.00309475,0.00309475,0.00309475
281,6969.4,0.377,0.22808,0.77125,0.99145,0.98714,0.99282,0.9381,0.33159,0.21046,0.74141,0.00307,0.00307,0.00307
282,6993.77,0.37644,0.2279,0.77189,0.99148,0.9874,0.99283,0.93672,0.33179,0.21112,0.74128,0.00304525,0.00304525,0.00304525
283,7018.46,0.38091,0.229,0.77176,0.99024,0.98973,0.99283,0.9377,0.33104,0.21103,0.74122,0.0030205,0.0030205,0.0030205
284,7043.09,0.37526,0.22658,0.773,0.99175,0.98748,0.9928,0.9381,0.32941,0.21026,0.74126,0.00299575,0.00299575,0.00299575
285,7067.63,0.37755,0.22438,0.77264,0.9915,0.987,0.99278,0.93884,0.32906,0.20996,0.74126,0.002971,0.002971,0.002971
286,7092.16,0.37886,0.2291,0.77331,0.99081,0.98702,0.99279,0.93732,0.32755,0.20881,0.74117,0.00294625,0.00294625,0.00294625
287,7116.95,0.375,0.22628,0.77304,0.99124,0.987,0.99286,0.93741,0.32681,0.20932,0.74114,0.0029215,0.0029215,0.0029215
288,7141.61,0.37408,0.22604,0.77365,0.99035,0.98959,0.99292,0.93782,0.32743,0.20963,0.74102,0.00289675,0.00289675,0.00289675
289,7167.79,0.37549,0.23035,0.77383,0.98848,0.98967,0.99286,0.93811,0.32724,0.20958,0.74099,0.002872,0.002872,0.002872
290,7192.7,0.37526,0.22533,0.77267,0.98758,0.98972,0.99281,0.94143,0.32744,0.20812,0.7409,0.00284725,0.00284725,0.00284725
291,7217.32,0.3752,0.22803,0.77315,0.9867,0.99247,0.99287,0.94189,0.32758,0.20769,0.74098,0.0028225,0.0028225,0.0028225
292,7241.93,0.37163,0.22208,0.77292,0.98668,0.99249,0.99288,0.93798,0.32813,0.20766,0.74093,0.00279775,0.00279775,0.00279775
293,7266.44,0.36967,0.22664,0.77241,0.98693,0.99284,0.99295,0.94064,0.32798,0.20774,0.74093,0.002773,0.002773,0.002773
294,7291.15,0.37219,0.22663,0.77168,0.9873,0.99286,0.99295,0.94215,0.32653,0.20722,0.74083,0.00274825,0.00274825,0.00274825
295,7315.96,0.37118,0.22553,0.77244,0.98701,0.99309,0.99293,0.94212,0.32799,0.20758,0.74082,0.0027235,0.0027235,0.0027235
296,7340.23,0.37061,0.22479,0.77065,0.98684,0.99312,0.99285,0.94204,0.32798,0.20668,0.74078,0.00269875,0.00269875,0.00269875
297,7364.88,0.36541,0.22233,0.77236,0.98667,0.99351,0.99283,0.94216,0.32654,0.20728,0.74077,0.002674,0.002674,0.002674
298,7389.47,0.36972,0.22736,0.77194,0.98697,0.9931,0.99285,0.94294,0.32491,0.20744,0.74083,0.00264925,0.00264925,0.00264925
299,7413.89,0.3647,0.22255,0.77125,0.98693,0.99313,0.99281,0.94284,0.32554,0.20715,0.74071,0.0026245,0.0026245,0.0026245
300,7438.51,0.36712,0.22235,0.7712,0.98688,0.99295,0.99284,0.94354,0.32496,0.20629,0.74064,0.00259975,0.00259975,0.00259975
301,7462.77,0.36007,0.22034,0.7724,0.98682,0.99295,0.99283,0.94275,0.32536,0.20701,0.74072,0.002575,0.002575,0.002575
302,7487.17,0.35538,0.21938,0.77115,0.98694,0.99297,0.99286,0.94287,0.32547,0.20639,0.74066,0.00255025,0.00255025,0.00255025
303,7511.92,0.36856,0.22286,0.7688,0.98714,0.99315,0.99284,0.94384,0.32581,0.2068,0.74058,0.0025255,0.0025255,0.0025255
304,7536.37,0.35435,0.21887,0.77145,0.98738,0.99327,0.99285,0.94342,0.32497,0.20676,0.74058,0.00250075,0.00250075,0.00250075
305,7561.2,0.35795,0.21916,0.77001,0.98757,0.99303,0.99287,0.94408,0.32439,0.2057,0.74058,0.002476,0.002476,0.002476
306,7585.72,0.35915,0.21907,0.77132,0.98933,0.99053,0.99284,0.94393,0.32438,0.20631,0.74044,0.00245125,0.00245125,0.00245125
307,7610.32,0.36083,0.22319,0.77177,0.98939,0.98931,0.99284,0.94355,0.32409,0.20563,0.74047,0.0024265,0.0024265,0.0024265
308,7635.34,0.36225,0.22067,0.77174,0.98983,0.98924,0.99289,0.94282,0.32367,0.20556,0.74047,0.00240175,0.00240175,0.00240175
309,7660.16,0.3555,0.22098,0.77144,0.98992,0.98914,0.99286,0.94372,0.32255,0.20515,0.74031,0.002377,0.002377,0.002377
310,7684.67,0.35861,0.2184,0.77364,0.98941,0.98931,0.99288,0.94399,0.32245,0.20413,0.74033,0.00235225,0.00235225,0.00235225
311,7709.28,0.35097,0.21722,0.77127,0.98938,0.98946,0.99284,0.94345,0.32186,0.20408,0.74025,0.0023275,0.0023275,0.0023275
312,7733.66,0.35776,0.22147,0.77072,0.98914,0.98927,0.99285,0.94405,0.32248,0.20453,0.74016,0.00230275,0.00230275,0.00230275
313,7758.07,0.35988,0.21766,0.77154,0.989,0.98938,0.99282,0.94389,0.32092,0.20377,0.74011,0.002278,0.002278,0.002278
314,7782.9,0.35707,0.21681,0.7714,0.98905,0.98935,0.9928,0.94332,0.32149,0.20407,0.74007,0.00225325,0.00225325,0.00225325
315,7807.47,0.35296,0.21678,0.77021,0.9891,0.98937,0.9928,0.94252,0.32095,0.20346,0.73992,0.0022285,0.0022285,0.0022285
316,7832.28,0.35295,0.21526,0.77208,0.9893,0.98902,0.99284,0.94266,0.3197,0.20293,0.73981,0.00220375,0.00220375,0.00220375
317,7856.65,0.34873,0.21444,0.77187,0.98928,0.989,0.99281,0.94305,0.31902,0.20237,0.73983,0.002179,0.002179,0.002179
318,7881.03,0.34761,0.2149,0.77074,0.98917,0.98938,0.9928,0.94231,0.31956,0.2025,0.73979,0.00215425,0.00215425,0.00215425
319,7905.94,0.35274,0.21603,0.77171,0.98908,0.98938,0.99282,0.94191,0.31938,0.20198,0.73984,0.0021295,0.0021295,0.0021295
320,7930.56,0.34898,0.21534,0.77041,0.98906,0.98934,0.9928,0.94237,0.31994,0.20198,0.73981,0.00210475,0.00210475,0.00210475
321,7955.2,0.34295,0.21132,0.77059,0.98917,0.98909,0.99285,0.94292,0.31977,0.20198,0.73973,0.00208,0.00208,0.00208
322,7979.87,0.34875,0.21564,0.77025,0.98905,0.98908,0.99281,0.94283,0.31959,0.20183,0.73971,0.00205525,0.00205525,0.00205525
323,8004.11,0.34715,0.21136,0.77078,0.98908,0.98926,0.99285,0.94379,0.31908,0.20162,0.73956,0.0020305,0.0020305,0.0020305
324,8028.82,0.34837,0.21329,0.77179,0.98904,0.99012,0.99285,0.94411,0.31968,0.20084,0.73951,0.00200575,0.00200575,0.00200575
325,8053.73,0.34971,0.213,0.77121,0.98883,0.98997,0.99285,0.94391,0.31871,0.20138,0.73949,0.001981,0.001981,0.001981
326,8077.98,0.34294,0.21062,0.77003,0.98899,0.9902,0.99284,0.94394,0.31961,0.20076,0.73943,0.00195625,0.00195625,0.00195625
327,8102.79,0.33848,0.20937,0.7705,0.98881,0.9901,0.99279,0.94415,0.31811,0.20091,0.73948,0.0019315,0.0019315,0.0019315
328,8127.19,0.347,0.21354,0.77133,0.98677,0.99295,0.99276,0.94334,0.31878,0.20055,0.73933,0.00190675,0.00190675,0.00190675
329,8151.53,0.34051,0.2102,0.77143,0.98673,0.9928,0.99276,0.94366,0.31874,0.20042,0.73933,0.001882,0.001882,0.001882
330,8176.18,0.34066,0.21087,0.77046,0.9867,0.99278,0.99276,0.94393,0.3191,0.20078,0.73942,0.00185725,0.00185725,0.00185725
331,8200.52,0.34019,0.20939,0.77178,0.98668,0.9928,0.99274,0.94308,0.31953,0.20007,0.73932,0.0018325,0.0018325,0.0018325
332,8225.62,0.34452,0.21253,0.77001,0.98671,0.99274,0.99277,0.94318,0.31969,0.20095,0.73921,0.00180775,0.00180775,0.00180775
333,8250.1,0.33577,0.20771,0.77108,0.98665,0.99284,0.99276,0.94318,0.31922,0.20066,0.73922,0.001783,0.001783,0.001783
334,8274.48,0.34193,0.21026,0.76993,0.98649,0.99291,0.99279,0.94364,0.31967,0.19987,0.73921,0.00175825,0.00175825,0.00175825
335,8299.05,0.33947,0.21095,0.76947,0.98655,0.99289,0.99277,0.94337,0.31975,0.2002,0.73906,0.0017335,0.0017335,0.0017335
336,8323.38,0.33597,0.20961,0.77123,0.98651,0.99293,0.99281,0.94363,0.3196,0.20007,0.73903,0.00170875,0.00170875,0.00170875
337,8347.87,0.34261,0.21049,0.77178,0.98664,0.99301,0.99284,0.94426,0.31917,0.19955,0.73913,0.001684,0.001684,0.001684
338,8372.63,0.33645,0.20963,0.77206,0.98659,0.993,0.99282,0.94319,0.32161,0.2,0.7391,0.00165925,0.00165925,0.00165925
339,8397.13,0.33708,0.20898,0.77096,0.98665,0.99299,0.99283,0.9436,0.32208,0.20024,0.73907,0.0016345,0.0016345,0.0016345
340,8421.85,0.33806,0.20847,0.76984,0.9865,0.99294,0.99279,0.94329,0.32207,0.19993,0.73897,0.00160975,0.00160975,0.00160975
341,8446.33,0.32995,0.2086,0.76862,0.98645,0.99294,0.99281,0.94348,0.322,0.19965,0.73906,0.001585,0.001585,0.001585
342,8470.83,0.33249,0.20772,0.77032,0.98635,0.99301,0.9928,0.94383,0.32265,0.1995,0.73884,0.00156025,0.00156025,0.00156025
343,8495.74,0.33326,0.20852,0.76935,0.98647,0.99291,0.99283,0.9433,0.32292,0.19978,0.73887,0.0015355,0.0015355,0.0015355
344,8520.41,0.33294,0.20624,0.7702,0.98648,0.99292,0.99281,0.94329,0.32421,0.19921,0.73877,0.00151075,0.00151075,0.00151075
345,8545.13,0.33401,0.20685,0.76903,0.98662,0.99294,0.99282,0.94356,0.32375,0.19954,0.73867,0.001486,0.001486,0.001486
346,8569.67,0.32817,0.2062,0.76915,0.9866,0.99292,0.99283,0.94404,0.3246,0.20026,0.73874,0.00146125,0.00146125,0.00146125
347,8594.09,0.3322,0.20367,0.77024,0.98654,0.9929,0.99285,0.9436,0.32506,0.19995,0.73861,0.0014365,0.0014365,0.0014365
348,8618.78,0.32593,0.20444,0.7706,0.98654,0.9929,0.99285,0.94355,0.32632,0.20006,0.73854,0.00141175,0.00141175,0.00141175
349,8643.18,0.32808,0.20508,0.77002,0.9865,0.99292,0.99288,0.94406,0.32621,0.20053,0.73847,0.001387,0.001387,0.001387
350,8667.67,0.32992,0.20373,0.76922,0.98849,0.99078,0.99287,0.94414,0.32575,0.19971,0.73853,0.00136225,0.00136225,0.00136225
351,8692.12,0.32892,0.20328,0.77052,0.98832,0.99057,0.99289,0.94437,0.32576,0.2,0.73857,0.0013375,0.0013375,0.0013375
352,8717.01,0.3283,0.20256,0.76848,0.98931,0.99047,0.99288,0.94395,0.32585,0.20033,0.7385,0.00131275,0.00131275,0.00131275
353,8741.57,0.32927,0.20729,0.76833,0.98946,0.99045,0.99294,0.9437,0.32533,0.19964,0.73843,0.001288,0.001288,0.001288
354,8766.39,0.33586,0.20822,0.77205,0.98953,0.99044,0.99291,0.94408,0.32461,0.19941,0.7384,0.00126325,0.00126325,0.00126325
355,8790.82,0.32253,0.20157,0.77042,0.98873,0.99044,0.99289,0.94373,0.32547,0.19977,0.73831,0.0012385,0.0012385,0.0012385
356,8815.51,0.32534,0.2008,0.7719,0.9888,0.99043,0.99289,0.94442,0.32756,0.1994,0.73824,0.00121375,0.00121375,0.00121375
357,8840.12,0.33202,0.20648,0.76943,0.98873,0.99043,0.99288,0.94452,0.32735,0.20037,0.73824,0.001189,0.001189,0.001189
358,8864.54,0.32147,0.20261,0.76971,0.98895,0.9904,0.99285,0.94393,0.32736,0.19994,0.73818,0.00116425,0.00116425,0.00116425
359,8889.13,0.32129,0.20249,0.76924,0.98897,0.99035,0.99287,0.94387,0.32835,0.20044,0.73807,0.0011395,0.0011395,0.0011395
360,8913.44,0.32181,0.20301,0.7685,0.98935,0.99033,0.99288,0.94366,0.32879,0.1997,0.73807,0.00111475,0.00111475,0.00111475
361,8937.8,0.3212,0.20023,0.76736,0.98943,0.99031,0.99289,0.94387,0.32955,0.1999,0.73794,0.00109,0.00109,0.00109
362,8962.35,0.31836,0.19938,0.76974,0.98948,0.99024,0.99285,0.94424,0.32933,0.19932,0.73796,0.00106525,0.00106525,0.00106525
363,8986.86,0.31273,0.1981,0.77018,0.9894,0.99024,0.99288,0.94389,0.33023,0.20055,0.73786,0.0010405,0.0010405,0.0010405
364,9011.66,0.3205,0.1995,0.76869,0.98955,0.99023,0.99286,0.94381,0.33077,0.20009,0.73785,0.00101575,0.00101575,0.00101575
365,9036.18,0.31714,0.19989,0.76948,0.98967,0.9902,0.99286,0.94412,0.33052,0.1998,0.73789,0.000991,0.000991,0.000991
366,9060.73,0.31353,0.19769,0.76945,0.98969,0.99021,0.99287,0.94394,0.33138,0.20005,0.73786,0.00096625,0.00096625,0.00096625
367,9085.3,0.31373,0.19677,0.76998,0.98973,0.99018,0.99289,0.94378,0.3318,0.20082,0.73783,0.0009415,0.0009415,0.0009415
368,9109.96,0.31866,0.19827,0.76801,0.9896,0.99018,0.99287,0.94321,0.33149,0.19994,0.73776,0.00091675,0.00091675,0.00091675
369,9134.49,0.31241,0.19695,0.76904,0.98965,0.99013,0.99288,0.94353,0.33117,0.20085,0.73784,0.000892,0.000892,0.000892
370,9159.11,0.31714,0.19452,0.76963,0.98962,0.99015,0.99293,0.94399,0.33036,0.19992,0.73782,0.00086725,0.00086725,0.00086725
371,9183.53,0.31472,0.19602,0.76984,0.98975,0.99007,0.99291,0.94353,0.33045,0.19985,0.73775,0.0008425,0.0008425,0.0008425
372,9208.28,0.31784,0.20012,0.76802,0.98975,0.99003,0.99293,0.9443,0.33069,0.20087,0.73778,0.00081775,0.00081775,0.00081775
