epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,1049.31,0.79669,0.4124,0.79075,0.97385,0.98713,0.98875,0.85514,0.63883,0.3944,0.76078,0.00901,0.00901,0.00901
42,1074.01,0.78663,0.40616,0.79011,0.97431,0.98468,0.98816,0.8595,0.62419,0.38478,0.75955,0.00898525,0.00898525,0.00898525
43,1098.37,0.76996,0.40261,0.79096,0.97554,0.98219,0.98792,0.86253,0.6329,0.39037,0.75837,0.0089605,0.0089605,0.0089605
44,1123.27,0.76095,0.3989,0.78999,0.96658,0.99249,0.98776,0.87039,0.5982,0.36643,0.76147,0.00893575,0.00893575,0.00893575
45,1147.71,0.76923,0.40478,0.79177,0.97268,0.98886,0.98884,0.86025,0.64866,0.37653,0.75999,0.008911,0.008911,0.008911
46,1172.32,0.76637,0.40358,0.78877,0.97062,0.98753,0.98916,0.87191,0.60813,0.38062,0.75933,0.00888625,0.00888625,0.00888625
47,1197.23,0.75424,0.39882,0.78922,0.96848,0.99392,0.98895,0.8645,0.61816,0.37628,0.75818,0.0088615,0.0088615,0.0088615
48,1221.6,0.74994,0.4069,0.78847,0.96696,0.99087,0.98737,0.8678,0.58489,0.35908,0.76018,0.00883675,0.00883675,0.00883675
49,1246.54,0.74578,0.39501,0.78944,0.97784,0.98475,0.98895,0.85979,0.61188,0.36754,0.76125,0.008812,0.008812,0.008812
50,1271.27,0.74659,0.39112,0.78847,0.97189,0.98798,0.98898,0.87511,0.59861,0.36332,0.75913,0.00878725,0.00878725,0.00878725
51,1296.05,0.7327,0.38725,0.78888,0.97449,0.9872,0.98927,0.87079,0.58472,0.35765,0.75904,0.0087625,0.0087625,0.0087625
52,1321.67,0.72443,0.38257,0.78986,0.97173,0.99221,0.99021,0.87016,0.5763,0.35384,0.75856,0.00873775,0.00873775,0.00873775
53,1346.71,0.72373,0.38397,0.78908,0.97484,0.99145,0.98963,0.8698,0.59961,0.36305,0.75823,0.008713,0.008713,0.008713
54,1371.27,0.72227,0.38403,0.7883,0.97351,0.98851,0.98899,0.88002,0.56548,0.34665,0.75984,0.00868825,0.00868825,0.00868825
55,1396.12,0.71589,0.37777,0.78848,0.97033,0.99528,0.99001,0.87462,0.57368,0.35251,0.75894,0.0086635,0.0086635,0.0086635
56,1420.69,0.71226,0.38223,0.78764,0.97473,0.98776,0.98938,0.87075,0.58155,0.35256,0.75846,0.00863875,0.00863875,0.00863875
57,1445.49,0.71509,0.37898,0.7888,0.97567,0.99018,0.99059,0.87384,0.54582,0.34536,0.75705,0.008614,0.008614,0.008614
58,1470.54,0.70224,0.37556,0.78628,0.97358,0.99251,0.99045,0.88008,0.55945,0.34173,0.75719,0.00858925,0.00858925,0.00858925
59,1495.17,0.69703,0.37275,0.78812,0.98013,0.98127,0.991,0.87284,0.57572,0.33881,0.7583,0.0085645,0.0085645,0.0085645
60,1520.09,0.68593,0.37567,0.7884,0.9722,0.98753,0.98973,0.86974,0.58222,0.34711,0.75774,0.00853975,0.00853975,0.00853975
61,1544.7,0.70267,0.37244,0.78742,0.98463,0.98514,0.99174,0.88267,0.55153,0.32863,0.75739,0.008515,0.008515,0.008515
62,1569.42,0.68381,0.36455,0.78593,0.97534,0.99043,0.99027,0.88596,0.56181,0.33881,0.75701,0.00849025,0.00849025,0.00849025
63,1594.4,0.68627,0.36725,0.78693,0.9799,0.98744,0.99102,0.88531,0.54353,0.33149,0.75622,0.0084655,0.0084655,0.0084655
64,1619.2,0.67631,0.36374,0.78497,0.98294,0.9868,0.99132,0.88749,0.53337,0.33149,0.75605,0.00844075,0.00844075,0.00844075
65,1644.18,0.68015,0.36278,0.7862,0.9831,0.98387,0.9908,0.88626,0.53659,0.33559,0.7545,0.008416,0.008416,0.008416
66,1668.79,0.67182,0.36196,0.78465,0.98079,0.98885,0.99085,0.88461,0.53536,0.33961,0.75572,0.00839125,0.00839125,0.00839125
67,1693.37,0.66885,0.36005,0.78566,0.97451,0.99292,0.99099,0.88521,0.54006,0.34269,0.75501,0.0083665,0.0083665,0.0083665
68,1718.26,0.65603,0.35469,0.78607,0.98062,0.98656,0.99097,0.88325,0.52855,0.33399,0.75628,0.00834175,0.00834175,0.00834175
69,1742.97,0.65691,0.35437,0.78484,0.9893,0.97952,0.99159,0.88202,0.55463,0.32631,0.75651,0.008317,0.008317,0.008317
70,1767.64,0.66094,0.35389,0.78525,0.97214,0.99486,0.99088,0.89109,0.51335,0.31431,0.75453,0.00829225,0.00829225,0.00829225
71,1792.61,0.65068,0.35278,0.7846,0.97299,0.99268,0.99116,0.87687,0.55357,0.33391,0.75526,0.0082675,0.0082675,0.0082675
72,1817.17,0.65175,0.35103,0.78605,0.98398,0.98287,0.99079,0.88881,0.51736,0.31919,0.75508,0.00824275,0.00824275,0.00824275
73,1842.16,0.65937,0.35379,0.7844,0.98658,0.98303,0.98934,0.88537,0.53225,0.31442,0.75341,0.008218,0.008218,0.008218
74,1866.76,0.65138,0.34815,0.78583,0.98112,0.9837,0.99035,0.88887,0.5074,0.31111,0.75419,0.00819325,0.00819325,0.00819325
75,1891.59,0.64793,0.34874,0.78358,0.98578,0.97937,0.99125,0.88965,0.50966,0.31699,0.75467,0.0081685,0.0081685,0.0081685
76,1916.56,0.64649,0.34869,0.78608,0.98274,0.98858,0.99181,0.89308,0.50315,0.31022,0.75393,0.00814375,0.00814375,0.00814375
77,1940.91,0.63273,0.34553,0.78599,0.97676,0.99173,0.99112,0.88298,0.53805,0.32559,0.75291,0.008119,0.008119,0.008119
78,1965.5,0.63565,0.34499,0.78434,0.9768,0.99021,0.99086,0.88623,0.50646,0.31383,0.75368,0.00809425,0.00809425,0.00809425
79,1990.31,0.63051,0.341,0.78417,0.98642,0.9818,0.99113,0.89558,0.50896,0.30382,0.75304,0.0080695,0.0080695,0.0080695
80,2014.9,0.63077,0.33802,0.78387,0.98796,0.98264,0.99156,0.89646,0.50064,0.30128,0.75141,0.00804475,0.00804475,0.00804475
81,2039.91,0.63546,0.3427,0.78496,0.97432,0.99208,0.99026,0.8893,0.49282,0.30678,0.75381,0.00802,0.00802,0.00802
82,2064.21,0.62313,0.3387,0.78559,0.98841,0.98202,0.99158,0.89345,0.50751,0.312,0.75202,0.00799525,0.00799525,0.00799525
83,2088.83,0.62331,0.34425,0.78324,0.97414,0.99119,0.99086,0.8897,0.51056,0.30372,0.75392,0.0079705,0.0079705,0.0079705
84,2113.68,0.62827,0.33993,0.78334,0.98724,0.97674,0.99119,0.89452,0.49775,0.30842,0.75312,0.00794575,0.00794575,0.00794575
85,2138.27,0.6235,0.33488,0.78482,0.99035,0.97538,0.99157,0.89507,0.49158,0.30898,0.7534,0.007921,0.007921,0.007921
86,2162.84,0.61955,0.33668,0.78396,0.98305,0.99188,0.99142,0.8953,0.49213,0.30709,0.75448,0.00789625,0.00789625,0.00789625
87,2187.6,0.61666,0.33715,0.7839,0.98293,0.98538,0.99106,0.89611,0.49222,0.30794,0.75266,0.0078715,0.0078715,0.0078715
88,2212.41,0.61423,0.33371,0.78373,0.97757,0.99172,0.99147,0.89147,0.5141,0.31745,0.75165,0.00784675,0.00784675,0.00784675
89,2237.4,0.60856,0.32932,0.78242,0.98135,0.99202,0.99139,0.88874,0.49453,0.30445,0.75264,0.007822,0.007822,0.007822
90,2261.81,0.60976,0.32966,0.78623,0.98585,0.98714,0.99094,0.89733,0.48909,0.30892,0.7522,0.00779725,0.00779725,0.00779725
91,2286.47,0.60444,0.32939,0.78286,0.97914,0.9888,0.99085,0.89106,0.49436,0.30892,0.75192,0.0077725,0.0077725,0.0077725
92,2311.16,0.61461,0.33478,0.78403,0.98992,0.97821,0.99125,0.89526,0.47892,0.30266,0.75152,0.00774775,0.00774775,0.00774775
93,2335.71,0.60411,0.32629,0.78228,0.99053,0.97467,0.99194,0.89698,0.47746,0.29374,0.75166,0.007723,0.007723,0.007723
94,2360.3,0.60197,0.32546,0.78496,0.98692,0.98371,0.99161,0.89419,0.47906,0.30259,0.75029,0.00769825,0.00769825,0.00769825
95,2385.24,0.5926,0.3271,0.78204,0.98321,0.98771,0.99086,0.89887,0.47827,0.29243,0.75169,0.0076735,0.0076735,0.0076735
96,2409.64,0.59322,0.3251,0.78352,0.97517,0.99193,0.99062,0.89224,0.47124,0.29949,0.75258,0.00764875,0.00764875,0.00764875
97,2434.46,0.59223,0.32245,0.78445,0.98501,0.98272,0.99107,0.90176,0.46056,0.29461,0.75255,0.007624,0.007624,0.007624
98,2458.97,0.58916,0.32132,0.78137,0.97972,0.99154,0.99179,0.8978,0.46718,0.2874,0.7511,0.00759925,0.00759925,0.00759925
99,2483.62,0.57634,0.31841,0.78214,0.98275,0.98808,0.99096,0.8974,0.4588,0.2941,0.75171,0.0075745,0.0075745,0.0075745
100,2508.28,0.58852,0.32281,0.7828,0.98726,0.98247,0.99097,0.8953,0.4699,0.30392,0.75209,0.00754975,0.00754975,0.00754975
101,2532.96,0.58759,0.32262,0.78064,0.98789,0.9836,0.99086,0.89802,0.45565,0.28932,0.75111,0.007525,0.007525,0.007525
102,2557.55,0.5782,0.31958,0.7826,0.98454,0.98691,0.9906,0.90052,0.46217,0.2922,0.75038,0.00750025,0.00750025,0.00750025
103,2582.3,0.58413,0.32088,0.78316,0.98715,0.98628,0.99141,0.90229,0.45932,0.28939,0.74938,0.0074755,0.0074755,0.0074755
104,2606.84,0.57678,0.31947,0.78075,0.98211,0.98835,0.99116,0.90487,0.46299,0.29458,0.75083,0.00745075,0.00745075,0.00745075
105,2631.56,0.57595,0.31625,0.78413,0.9822,0.98733,0.99095,0.90124,0.45852,0.29,0.75085,0.007426,0.007426,0.007426
106,2656.12,0.57404,0.31436,0.78281,0.97384,0.99312,0.99145,0.90214,0.45341,0.28448,0.74994,0.00740125,0.00740125,0.00740125
107,2680.82,0.57598,0.31019,0.78246,0.98561,0.98814,0.9913,0.90414,0.44975,0.2879,0.74988,0.0073765,0.0073765,0.0073765
108,2705.77,0.56583,0.31137,0.78141,0.98389,0.99021,0.9914,0.9047,0.44893,0.2886,0.74995,0.00735175,0.00735175,0.00735175
109,2730.36,0.56276,0.31244,0.78094,0.98636,0.98675,0.99158,0.90634,0.45429,0.28685,0.74948,0.007327,0.007327,0.007327
110,2754.83,0.56801,0.30999,0.78107,0.98378,0.98346,0.99137,0.90607,0.44528,0.28723,0.74938,0.00730225,0.00730225,0.00730225
111,2779.83,0.56232,0.31396,0.78141,0.98796,0.9883,0.99122,0.90979,0.45213,0.28398,0.75087,0.0072775,0.0072775,0.0072775
112,2804.39,0.5678,0.31129,0.78065,0.98769,0.98683,0.99108,0.90678,0.44718,0.28333,0.75116,0.00725275,0.00725275,0.00725275
113,2829.39,0.56186,0.30967,0.78012,0.98836,0.98924,0.99141,0.90856,0.44872,0.28784,0.74976,0.007228,0.007228,0.007228
114,2853.87,0.55711,0.30671,0.78283,0.9789,0.99241,0.99136,0.91091,0.43857,0.2782,0.74944,0.00720325,0.00720325,0.00720325
115,2878.54,0.56135,0.31011,0.7801,0.98766,0.98471,0.99129,0.9106,0.44446,0.27948,0.74928,0.0071785,0.0071785,0.0071785
116,2902.98,0.55895,0.30755,0.78427,0.98487,0.98846,0.99084,0.91556,0.44236,0.27372,0.75006,0.00715375,0.00715375,0.00715375
117,2927.52,0.55228,0.30894,0.78065,0.98722,0.98405,0.99151,0.90454,0.44196,0.28249,0.74951,0.007129,0.007129,0.007129
118,2951.96,0.5443,0.30311,0.78092,0.99056,0.98667,0.99132,0.91404,0.44613,0.27883,0.75074,0.00710425,0.00710425,0.00710425
119,2976.79,0.55706,0.30917,0.78119,0.98897,0.98807,0.99183,0.91117,0.44139,0.27946,0.75004,0.0070795,0.0070795,0.0070795
120,3001.44,0.54674,0.30543,0.7801,0.98953,0.9886,0.99179,0.90422,0.44,0.27209,0.74949,0.00705475,0.00705475,0.00705475
121,3026.35,0.55168,0.30544,0.7803,0.98765,0.98373,0.9913,0.90878,0.45569,0.28158,0.74896,0.00703,0.00703,0.00703
122,3050.77,0.54143,0.30258,0.77892,0.98958,0.98448,0.99135,0.90912,0.43883,0.2711,0.74967,0.00700525,0.00700525,0.00700525
123,3075.34,0.55678,0.30758,0.78057,0.98731,0.9878,0.99165,0.91034,0.42817,0.26866,0.74852,0.0069805,0.0069805,0.0069805
124,3100.28,0.54685,0.3046,0.7802,0.98502,0.98933,0.99124,0.90941,0.43406,0.27232,0.74807,0.00695575,0.00695575,0.00695575
125,3125.44,0.53739,0.29747,0.78117,0.98816,0.98498,0.99162,0.91217,0.43466,0.2754,0.7507,0.006931,0.006931,0.006931
126,3150.08,0.53747,0.30117,0.77975,0.99019,0.98598,0.99156,0.91082,0.42726,0.26888,0.74904,0.00690625,0.00690625,0.00690625
127,3174.7,0.53871,0.30276,0.7801,0.98588,0.98781,0.99167,0.91232,0.42123,0.26515,0.74851,0.0068815,0.0068815,0.0068815
128,3198.99,0.53548,0.29915,0.77753,0.98427,0.9874,0.99121,0.91786,0.4251,0.2754,0.74776,0.00685675,0.00685675,0.00685675
129,3223.97,0.53651,0.29434,0.78174,0.98944,0.98749,0.99156,0.9153,0.42197,0.27068,0.7487,0.006832,0.006832,0.006832
130,3248.68,0.53684,0.29855,0.78101,0.98229,0.99063,0.9914,0.91233,0.42652,0.27509,0.74911,0.00680725,0.00680725,0.00680725
131,3273.24,0.53475,0.29785,0.78,0.98627,0.98645,0.99127,0.91276,0.41752,0.27019,0.74842,0.0067825,0.0067825,0.0067825
132,3298.09,0.53201,0.29822,0.77937,0.98251,0.98875,0.99124,0.91656,0.42091,0.26894,0.74824,0.00675775,0.00675775,0.00675775
133,3322.59,0.52491,0.29742,0.77859,0.98688,0.98746,0.99189,0.91024,0.4294,0.26618,0.74813,0.006733,0.006733,0.006733
134,3347.15,0.53104,0.29648,0.78031,0.98871,0.98804,0.99204,0.91495,0.41838,0.26652,0.7483,0.00670825,0.00670825,0.00670825
135,3371.92,0.52993,0.29639,0.77833,0.98775,0.98774,0.99184,0.91265,0.41852,0.26752,0.7477,0.0066835,0.0066835,0.0066835
136,3396.54,0.53784,0.29856,0.78034,0.98766,0.98549,0.99189,0.91715,0.41629,0.26163,0.74789,0.00665875,0.00665875,0.00665875
137,3421.44,0.52833,0.29717,0.78145,0.98664,0.98835,0.9916,0.91858,0.41385,0.26729,0.74735,0.006634,0.006634,0.006634
138,3446.13,0.52472,0.29495,0.77972,0.98607,0.98874,0.99163,0.91583,0.4211,0.2673,0.74784,0.00660925,0.00660925,0.00660925
139,3470.47,0.51991,0.29269,0.77912,0.98792,0.98812,0.99197,0.9209,0.4068,0.26012,0.74674,0.0065845,0.0065845,0.0065845
140,3495.28,0.53265,0.29844,0.77946,0.98989,0.98583,0.99157,0.91695,0.41808,0.25977,0.74696,0.00655975,0.00655975,0.00655975
141,3519.85,0.5246,0.29398,0.78054,0.99263,0.98311,0.99162,0.92049,0.41355,0.25761,0.74743,0.006535,0.006535,0.006535
142,3544.4,0.52125,0.28885,0.77958,0.98798,0.98776,0.99163,0.91841,0.40774,0.2606,0.74759,0.00651025,0.00651025,0.00651025
143,3569.32,0.52144,0.29015,0.77949,0.98965,0.98756,0.99171,0.91512,0.41215,0.25977,0.74716,0.0064855,0.0064855,0.0064855
144,3593.69,0.51302,0.28429,0.77849,0.98753,0.98796,0.99179,0.91707,0.41473,0.25669,0.74702,0.00646075,0.00646075,0.00646075
145,3618.51,0.50953,0.29337,0.77887,0.98434,0.99013,0.99216,0.9217,0.40639,0.25323,0.74729,0.006436,0.006436,0.006436
146,3643.02,0.51782,0.28867,0.78082,0.98774,0.98963,0.99245,0.91717,0.41255,0.25573,0.74717,0.00641125,0.00641125,0.00641125
147,3667.67,0.51244,0.29053,0.77771,0.98606,0.98628,0.99195,0.91787,0.41625,0.25772,0.74807,0.0063865,0.0063865,0.0063865
148,3692.5,0.51537,0.28581,0.77773,0.98955,0.98448,0.9921,0.92047,0.40502,0.25103,0.74774,0.00636175,0.00636175,0.00636175
149,3717.09,0.51576,0.28989,0.77881,0.98828,0.98472,0.99192,0.91955,0.39896,0.26126,0.74786,0.006337,0.006337,0.006337
150,3741.57,0.51085,0.28711,0.77843,0.9907,0.98466,0.9918,0.91761,0.4021,0.25509,0.74702,0.00631225,0.00631225,0.00631225
151,3766.16,0.50563,0.286,0.7771,0.99038,0.98398,0.99134,0.91898,0.39819,0.25622,0.74702,0.0062875,0.0062875,0.0062875
152,3790.78,0.5082,0.28486,0.77888,0.98843,0.98837,0.99179,0.92035,0.40085,0.25977,0.74748,0.00626275,0.00626275,0.00626275
153,3815.6,0.50965,0.28926,0.77718,0.9841,0.99205,0.99258,0.91966,0.39984,0.25573,0.74723,0.006238,0.006238,0.006238
154,3840.17,0.50841,0.28647,0.77925,0.9838,0.98705,0.99174,0.91857,0.40407,0.26232,0.74691,0.00621325,0.00621325,0.00621325
155,3864.25,0.51106,0.28564,0.77842,0.98795,0.98847,0.99195,0.91828,0.40395,0.25531,0.74685,0.0061885,0.0061885,0.0061885
156,3889.14,0.50468,0.28446,0.77791,0.98508,0.98883,0.99167,0.91909,0.39618,0.25316,0.74673,0.00616375,0.00616375,0.00616375
157,3913.54,0.4989,0.28242,0.77728,0.98755,0.98748,0.99193,0.92042,0.3951,0.25955,0.74615,0.006139,0.006139,0.006139
158,3938.08,0.50645,0.28475,0.77743,0.98502,0.98686,0.99146,0.92231,0.39721,0.25919,0.74718,0.00611425,0.00611425,0.00611425
159,3962.77,0.4925,0.27979,0.78039,0.98601,0.98504,0.99161,0.92221,0.4019,0.25458,0.74651,0.0060895,0.0060895,0.0060895
160,3987.37,0.50658,0.28301,0.77756,0.98969,0.98023,0.99177,0.92059,0.39132,0.2425,0.74609,0.00606475,0.00606475,0.00606475
161,4012.08,0.49542,0.28131,0.7791,0.98811,0.98563,0.99187,0.92346,0.40029,0.24931,0.74604,0.00604,0.00604,0.00604
162,4037.06,0.49904,0.28158,0.77782,0.98829,0.98252,0.99186,0.91966,0.39445,0.24985,0.74668,0.00601525,0.00601525,0.00601525
163,4061.51,0.48967,0.27878,0.77739,0.98475,0.98951,0.99174,0.92105,0.39942,0.25211,0.74655,0.0059905,0.0059905,0.0059905
164,4086.5,0.49272,0.28004,0.77503,0.98972,0.98865,0.99217,0.92254,0.39003,0.25037,0.74604,0.00596575,0.00596575,0.00596575
165,4110.96,0.49393,0.27904,0.77772,0.98901,0.98761,0.99249,0.92552,0.38739,0.25062,0.74617,0.005941,0.005941,0.005941
166,4135.32,0.48902,0.27565,0.77901,0.98394,0.98889,0.99187,0.92246,0.38821,0.25267,0.74679,0.00591625,0.00591625,0.00591625
167,4160.01,0.49024,0.27515,0.77768,0.98717,0.98859,0.99246,0.92039,0.3886,0.25169,0.74648,0.0058915,0.0058915,0.0058915
168,4184.78,0.4915,0.27856,0.77863,0.98545,0.98887,0.99211,0.92064,0.38702,0.2477,0.74575,0.00586675,0.00586675,0.00586675
169,4209.73,0.49384,0.2777,0.77626,0.98747,0.98619,0.99204,0.9274,0.38709,0.24411,0.74588,0.005842,0.005842,0.005842
170,4234.94,0.48881,0.2763,0.77791,0.98861,0.98563,0.99219,0.92634,0.39037,0.25488,0.74496,0.00581725,0.00581725,0.00581725
171,4259.77,0.48397,0.27501,0.77634,0.98918,0.98872,0.99223,0.92923,0.38276,0.24915,0.74614,0.0057925,0.0057925,0.0057925
172,4284.65,0.4871,0.27609,0.77788,0.98958,0.98788,0.9926,0.9237,0.38429,0.24889,0.74626,0.00576775,0.00576775,0.00576775
173,4309.16,0.48344,0.27503,0.77992,0.98912,0.98847,0.9921,0.92262,0.38928,0.24622,0.74567,0.005743,0.005743,0.005743
174,4334.03,0.48609,0.27584,0.77589,0.98897,0.98872,0.99212,0.92534,0.38296,0.24461,0.74539,0.00571825,0.00571825,0.00571825
175,4359.12,0.48139,0.27078,0.77776,0.98704,0.98948,0.992,0.92669,0.37887,0.2449,0.74608,0.0056935,0.0056935,0.0056935
176,4383.66,0.47771,0.27505,0.77571,0.98815,0.98832,0.99245,0.92864,0.37569,0.24067,0.7457,0.00566875,0.00566875,0.00566875
177,4408.2,0.47426,0.26957,0.77764,0.98904,0.98516,0.99216,0.93114,0.37693,0.24088,0.74608,0.005644,0.005644,0.005644
178,4432.76,0.47471,0.27379,0.77841,0.98841,0.98709,0.99254,0.92782,0.37676,0.24164,0.74581,0.00561925,0.00561925,0.00561925
179,4457.26,0.47499,0.27227,0.77691,0.98914,0.98575,0.99227,0.92892,0.3822,0.24209,0.74557,0.0055945,0.0055945,0.0055945
180,4481.98,0.47327,0.2729,0.77784,0.98534,0.98836,0.99254,0.92603,0.38157,0.24144,0.74545,0.00556975,0.00556975,0.00556975
181,4506.64,0.47533,0.27728,0.77645,0.98861,0.98715,0.99233,0.92393,0.38654,0.24789,0.74587,0.005545,0.005545,0.005545
182,4531.48,0.47348,0.26712,0.77876,0.98862,0.98893,0.99217,0.92635,0.37766,0.24252,0.74578,0.00552025,0.00552025,0.00552025
183,4556.26,0.47054,0.27141,0.77651,0.98549,0.98882,0.99195,0.92996,0.37571,0.24089,0.74542,0.0054955,0.0054955,0.0054955
184,4580.65,0.47382,0.26909,0.77657,0.98933,0.98548,0.99212,0.93181,0.37333,0.24012,0.74544,0.00547075,0.00547075,0.00547075
185,4605.3,0.46397,0.27042,0.77851,0.99055,0.98383,0.99158,0.92445,0.37442,0.23938,0.74519,0.005446,0.005446,0.005446
