epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,761.497,0.7766,0.43652,0.80285,0.98335,0.98355,0.98994,0.86253,0.67964,0.37777,0.79074,0.009142,0.009142,0.009142
28,790.11,0.76402,0.4281,0.8012,0.98354,0.98518,0.99073,0.86002,0.6353,0.37198,0.79197,0.009109,0.009109,0.009109
29,821.436,0.74756,0.43238,0.80131,0.98079,0.99423,0.99142,0.8677,0.67232,0.37356,0.79332,0.009076,0.009076,0.009076
30,851.65,0.74726,0.41778,0.80055,0.98649,0.98749,0.99155,0.86666,0.63888,0.36758,0.79143,0.009043,0.009043,0.009043
31,882.121,0.73928,0.41547,0.80164,0.98193,0.99392,0.98789,0.86874,0.62244,0.35806,0.79039,0.00901,0.00901,0.00901
32,912.432,0.72907,0.41768,0.80049,0.97702,0.99105,0.99151,0.86284,0.65597,0.36914,0.7942,0.008977,0.008977,0.008977
33,941.082,0.72878,0.4105,0.80074,0.98229,0.99162,0.99143,0.85957,0.63294,0.35701,0.79088,0.008944,0.008944,0.008944
34,968.993,0.70475,0.40033,0.80072,0.98476,0.99034,0.99238,0.88338,0.59406,0.33926,0.78884,0.008911,0.008911,0.008911
35,997.153,0.69873,0.39704,0.8011,0.98308,0.99131,0.99221,0.87552,0.60047,0.34607,0.78909,0.008878,0.008878,0.008878
36,1025.12,0.69886,0.39876,0.79969,0.98296,0.98891,0.99219,0.88107,0.61109,0.34309,0.78957,0.008845,0.008845,0.008845
37,1053.02,0.69411,0.39735,0.8014,0.98222,0.98848,0.99217,0.87292,0.59726,0.34069,0.7908,0.008812,0.008812,0.008812
38,1081.3,0.68645,0.39132,0.79869,0.97515,0.99359,0.99082,0.87947,0.57923,0.33827,0.78952,0.008779,0.008779,0.008779
39,1109.46,0.67938,0.38793,0.79682,0.9815,0.9898,0.99237,0.87953,0.58328,0.33319,0.78826,0.008746,0.008746,0.008746
40,1137.68,0.67097,0.38539,0.79937,0.98305,0.99324,0.99341,0.88602,0.5869,0.33336,0.78956,0.008713,0.008713,0.008713
41,1165.66,0.66893,0.38014,0.7992,0.98744,0.99213,0.99277,0.88837,0.56066,0.32918,0.78762,0.00868,0.00868,0.00868
42,1193.74,0.65787,0.37385,0.79762,0.98299,0.99246,0.99228,0.885,0.57799,0.32959,0.78799,0.008647,0.008647,0.008647
43,1221.58,0.64568,0.37221,0.79871,0.97799,0.99599,0.99178,0.88627,0.55879,0.32299,0.7883,0.008614,0.008614,0.008614
44,1249.58,0.64275,0.36996,0.79618,0.98139,0.98805,0.99114,0.88002,0.56533,0.33214,0.78762,0.008581,0.008581,0.008581
45,1277.65,0.64178,0.36968,0.79705,0.98157,0.99068,0.99253,0.88329,0.55924,0.32149,0.78578,0.008548,0.008548,0.008548
46,1305.61,0.6466,0.37116,0.79938,0.98364,0.9897,0.99285,0.88702,0.54625,0.32138,0.78726,0.008515,0.008515,0.008515
47,1333.71,0.6401,0.36457,0.79789,0.98187,0.99266,0.99228,0.88613,0.55714,0.32211,0.78848,0.008482,0.008482,0.008482
48,1361.5,0.62844,0.36409,0.79718,0.98431,0.99267,0.99112,0.88738,0.53348,0.31127,0.78726,0.008449,0.008449,0.008449
49,1389.62,0.62581,0.36372,0.79436,0.98667,0.99092,0.99268,0.89824,0.55044,0.31951,0.78698,0.008416,0.008416,0.008416
50,1418.11,0.62601,0.35981,0.79589,0.98058,0.996,0.99252,0.89179,0.54785,0.31235,0.78769,0.008383,0.008383,0.008383
51,1445.92,0.62321,0.36243,0.79711,0.98532,0.9918,0.99267,0.89063,0.52592,0.30948,0.78486,0.00835,0.00835,0.00835
52,1473.97,0.60732,0.36045,0.79452,0.98859,0.99009,0.99303,0.8987,0.54025,0.31603,0.78436,0.008317,0.008317,0.008317
53,1501.76,0.61538,0.35525,0.79656,0.98577,0.99245,0.99259,0.89577,0.52699,0.30964,0.78551,0.008284,0.008284,0.008284
54,1531.24,0.61099,0.35023,0.79548,0.9855,0.98955,0.99217,0.89877,0.5401,0.31219,0.78522,0.008251,0.008251,0.008251
55,1559.12,0.60633,0.34732,0.79656,0.98224,0.99319,0.99278,0.90706,0.51732,0.30427,0.78435,0.008218,0.008218,0.008218
56,1587.41,0.5956,0.34595,0.79701,0.98089,0.99489,0.99112,0.90447,0.49994,0.2963,0.78481,0.008185,0.008185,0.008185
57,1615.4,0.60041,0.35088,0.795,0.98668,0.99073,0.99324,0.89972,0.51843,0.3007,0.78579,0.008152,0.008152,0.008152
58,1643.19,0.59496,0.347,0.79694,0.9839,0.99556,0.99329,0.9042,0.51024,0.29369,0.78478,0.008119,0.008119,0.008119
59,1671.21,0.5898,0.34308,0.79454,0.98452,0.99451,0.9928,0.91049,0.50965,0.29579,0.78494,0.008086,0.008086,0.008086
60,1699.04,0.57904,0.3366,0.79387,0.99052,0.9917,0.99332,0.90877,0.49903,0.29634,0.78457,0.008053,0.008053,0.008053
61,1727.24,0.57714,0.33437,0.79314,0.98706,0.99087,0.99324,0.89881,0.51249,0.2935,0.78489,0.00802,0.00802,0.00802
62,1755.5,0.57249,0.33154,0.79392,0.98242,0.99508,0.99346,0.90868,0.48272,0.28335,0.78504,0.007987,0.007987,0.007987
63,1783.44,0.5792,0.33661,0.79507,0.9855,0.99368,0.99271,0.90218,0.50259,0.29427,0.78257,0.007954,0.007954,0.007954
64,1810.91,0.57188,0.3316,0.79342,0.97976,0.99737,0.99291,0.90505,0.49259,0.29463,0.78411,0.007921,0.007921,0.007921
65,1838.71,0.56977,0.33232,0.79407,0.98643,0.99548,0.99331,0.90787,0.49609,0.28741,0.78336,0.007888,0.007888,0.007888
66,1866.53,0.56486,0.32965,0.79324,0.98753,0.99454,0.99313,0.90912,0.48312,0.28787,0.7834,0.007855,0.007855,0.007855
67,1895.7,0.56298,0.327,0.79396,0.98717,0.99353,0.99326,0.91407,0.48312,0.28545,0.78366,0.007822,0.007822,0.007822
68,1923.66,0.54879,0.32251,0.79253,0.98814,0.99415,0.99371,0.9049,0.48981,0.28684,0.78293,0.007789,0.007789,0.007789
69,1951.3,0.55428,0.32108,0.7936,0.9864,0.99505,0.99343,0.91542,0.46908,0.28373,0.78325,0.007756,0.007756,0.007756
70,1979.15,0.55209,0.32287,0.79385,0.98873,0.99244,0.99358,0.90699,0.47467,0.28669,0.78247,0.007723,0.007723,0.007723
71,2007.41,0.54347,0.3196,0.79251,0.98918,0.99187,0.99338,0.9033,0.47595,0.28396,0.78397,0.00769,0.00769,0.00769
72,2034.89,0.54378,0.31747,0.79113,0.99087,0.99065,0.99356,0.91328,0.48867,0.28961,0.78296,0.007657,0.007657,0.007657
73,2062.81,0.54854,0.32055,0.79206,0.98731,0.99195,0.99323,0.91061,0.4692,0.27576,0.78381,0.007624,0.007624,0.007624
74,2090.52,0.54356,0.31419,0.79237,0.9891,0.99037,0.99356,0.91871,0.45154,0.27919,0.78123,0.007591,0.007591,0.007591
75,2119.9,0.53834,0.31428,0.79343,0.98855,0.99337,0.99348,0.91059,0.4678,0.27907,0.78269,0.007558,0.007558,0.007558
76,2147.53,0.53705,0.31887,0.79233,0.98688,0.99444,0.99361,0.91528,0.46094,0.27791,0.78325,0.007525,0.007525,0.007525
77,2175.17,0.52753,0.3149,0.79365,0.98584,0.99714,0.99356,0.9188,0.44785,0.2681,0.78282,0.007492,0.007492,0.007492
78,2202.93,0.52862,0.31264,0.79272,0.98895,0.9946,0.99333,0.91517,0.46886,0.2763,0.78306,0.007459,0.007459,0.007459
79,2230.23,0.52453,0.30859,0.79261,0.9893,0.98932,0.99369,0.9208,0.45255,0.26994,0.78225,0.007426,0.007426,0.007426
80,2258.13,0.52901,0.31032,0.79188,0.98959,0.99351,0.99362,0.91259,0.4587,0.27369,0.78267,0.007393,0.007393,0.007393
81,2285.52,0.53131,0.30973,0.79274,0.98933,0.98997,0.99362,0.91362,0.45923,0.27351,0.7817,0.00736,0.00736,0.00736
82,2313.4,0.51384,0.30598,0.79209,0.98071,0.99677,0.99334,0.92524,0.43736,0.26492,0.78121,0.007327,0.007327,0.007327
83,2341.18,0.5195,0.30557,0.79119,0.98265,0.9971,0.99332,0.92287,0.442,0.264,0.78131,0.007294,0.007294,0.007294
84,2368.62,0.51471,0.30684,0.78993,0.98926,0.99004,0.99333,0.9222,0.45372,0.27206,0.78247,0.007261,0.007261,0.007261
85,2396.54,0.51542,0.30101,0.79048,0.98811,0.99428,0.99356,0.91983,0.44446,0.26442,0.78227,0.007228,0.007228,0.007228
86,2424.35,0.51507,0.30307,0.79127,0.98888,0.99357,0.99379,0.92103,0.43839,0.26306,0.78056,0.007195,0.007195,0.007195
87,2452.03,0.51224,0.30589,0.79088,0.98513,0.99477,0.99304,0.92119,0.44972,0.27272,0.78158,0.007162,0.007162,0.007162
88,2479.59,0.5035,0.30098,0.78995,0.98862,0.9932,0.99328,0.91968,0.44997,0.2619,0.78227,0.007129,0.007129,0.007129
89,2507.44,0.50206,0.30198,0.79169,0.9865,0.99602,0.99349,0.91765,0.4372,0.26631,0.78158,0.007096,0.007096,0.007096
90,2535.08,0.5104,0.29934,0.7917,0.98738,0.9925,0.99362,0.91879,0.4468,0.26941,0.78138,0.007063,0.007063,0.007063
91,2562.28,0.49806,0.29439,0.79154,0.98626,0.99459,0.99343,0.91717,0.43764,0.26344,0.78172,0.00703,0.00703,0.00703
92,2589.82,0.50742,0.29941,0.79062,0.98467,0.99728,0.99338,0.92284,0.43456,0.26118,0.78114,0.006997,0.006997,0.006997
93,2617.54,0.50096,0.29507,0.78859,0.98242,0.99829,0.99346,0.92071,0.43089,0.25803,0.77983,0.006964,0.006964,0.006964
94,2645.48,0.49226,0.29466,0.78985,0.98181,0.99673,0.99313,0.91941,0.4364,0.26404,0.78067,0.006931,0.006931,0.006931
95,2673.14,0.48682,0.29261,0.79088,0.98518,0.99539,0.99368,0.91659,0.44068,0.25679,0.78158,0.006898,0.006898,0.006898
96,2700.66,0.49126,0.29315,0.79065,0.98555,0.99732,0.99361,0.92179,0.43629,0.25968,0.78018,0.006865,0.006865,0.006865
97,2729.64,0.48803,0.28911,0.79077,0.99051,0.99454,0.99398,0.92504,0.41976,0.25477,0.78028,0.006832,0.006832,0.006832
98,2757.28,0.48411,0.28689,0.79116,0.99256,0.99008,0.99373,0.92756,0.43012,0.25728,0.78057,0.006799,0.006799,0.006799
99,2785.67,0.47764,0.28767,0.79019,0.989,0.99248,0.99387,0.91163,0.43503,0.25896,0.78156,0.006766,0.006766,0.006766
100,2814.68,0.48576,0.29396,0.78952,0.98721,0.98954,0.99328,0.922,0.42893,0.256,0.78013,0.006733,0.006733,0.006733
101,2842.7,0.48798,0.29073,0.78994,0.98739,0.99398,0.99345,0.92277,0.42346,0.25612,0.78041,0.0067,0.0067,0.0067
102,2870.87,0.47672,0.28654,0.79043,0.98573,0.99606,0.99325,0.91868,0.4257,0.25267,0.78003,0.006667,0.006667,0.006667
103,2898.58,0.48134,0.28522,0.78961,0.98646,0.99708,0.9934,0.93087,0.41686,0.25118,0.77984,0.006634,0.006634,0.006634
104,2926.77,0.47635,0.2854,0.78973,0.99199,0.9912,0.99313,0.92631,0.41378,0.25052,0.77871,0.006601,0.006601,0.006601
105,2954.35,0.47394,0.28372,0.79031,0.98783,0.99189,0.99301,0.92766,0.41962,0.25272,0.78027,0.006568,0.006568,0.006568
106,2981.75,0.4689,0.28016,0.79005,0.98555,0.99549,0.99338,0.92798,0.42647,0.25624,0.77985,0.006535,0.006535,0.006535
107,3009.18,0.47575,0.28134,0.78943,0.99128,0.99365,0.99362,0.92309,0.42404,0.25602,0.77921,0.006502,0.006502,0.006502
108,3037.16,0.46864,0.28066,0.78841,0.98414,0.99602,0.99358,0.92672,0.41303,0.25068,0.77992,0.006469,0.006469,0.006469
109,3064.6,0.46518,0.27944,0.78786,0.98934,0.99442,0.99369,0.93015,0.41318,0.2534,0.77825,0.006436,0.006436,0.006436
110,3092.24,0.4648,0.27757,0.78875,0.99125,0.99289,0.99378,0.92732,0.40694,0.24299,0.77999,0.006403,0.006403,0.006403
111,3119.97,0.46555,0.28045,0.79092,0.98863,0.99589,0.99354,0.92971,0.40842,0.2461,0.77891,0.00637,0.00637,0.00637
112,3147.44,0.45773,0.27478,0.78802,0.99084,0.99322,0.99375,0.92551,0.40676,0.24939,0.77934,0.006337,0.006337,0.006337
113,3175.53,0.46269,0.2752,0.78946,0.99074,0.99474,0.99335,0.92322,0.41256,0.24582,0.77944,0.006304,0.006304,0.006304
114,3203.24,0.45889,0.27401,0.78849,0.98554,0.99654,0.99357,0.93191,0.40737,0.24686,0.77854,0.006271,0.006271,0.006271
115,3231.04,0.4617,0.27582,0.79064,0.98819,0.99291,0.99338,0.92616,0.40851,0.24911,0.77959,0.006238,0.006238,0.006238
116,3258.68,0.45282,0.27234,0.78738,0.99141,0.99437,0.9937,0.92703,0.40597,0.24086,0.77801,0.006205,0.006205,0.006205
117,3286.23,0.44878,0.27303,0.789,0.99102,0.99373,0.99361,0.92482,0.40236,0.24163,0.77928,0.006172,0.006172,0.006172
118,3314.95,0.44794,0.27125,0.7886,0.98647,0.99456,0.99368,0.92973,0.40413,0.2471,0.77912,0.006139,0.006139,0.006139
119,3343.01,0.45053,0.27018,0.79016,0.99133,0.99445,0.99383,0.93237,0.40202,0.24385,0.77835,0.006106,0.006106,0.006106
120,3370.43,0.4473,0.26953,0.78887,0.9913,0.99441,0.99366,0.92894,0.39976,0.24316,0.7783,0.006073,0.006073,0.006073
121,3397.9,0.44413,0.26982,0.78856,0.99078,0.99397,0.99349,0.93178,0.3945,0.23988,0.77821,0.00604,0.00604,0.00604
122,3425.4,0.44001,0.26957,0.78936,0.98829,0.99628,0.99363,0.92169,0.39577,0.23756,0.77836,0.006007,0.006007,0.006007
123,3453.1,0.45215,0.27163,0.78853,0.99003,0.9935,0.99357,0.93175,0.39719,0.23866,0.77816,0.005974,0.005974,0.005974
124,3480.46,0.44634,0.27251,0.78763,0.99021,0.9952,0.99354,0.92763,0.39745,0.24094,0.77771,0.005941,0.005941,0.005941
125,3508.03,0.44124,0.26559,0.78812,0.99196,0.9921,0.99319,0.93075,0.40435,0.24533,0.77864,0.005908,0.005908,0.005908
126,3535.55,0.43625,0.26743,0.78717,0.98606,0.99437,0.99356,0.93025,0.39995,0.24115,0.77834,0.005875,0.005875,0.005875
127,3563.4,0.43995,0.2705,0.78725,0.99003,0.99397,0.99373,0.93336,0.3914,0.23841,0.7788,0.005842,0.005842,0.005842
128,3590.85,0.43895,0.26671,0.7882,0.98984,0.99053,0.99351,0.92734,0.39698,0.24111,0.77838,0.005809,0.005809,0.005809
129,3618.26,0.43909,0.26284,0.78801,0.98547,0.99691,0.99367,0.93172,0.38853,0.23616,0.77751,0.005776,0.005776,0.005776
130,3645.82,0.43698,0.26444,0.78635,0.99147,0.99291,0.99362,0.93161,0.39281,0.24068,0.77754,0.005743,0.005743,0.005743
131,3673.12,0.43281,0.26181,0.78632,0.99117,0.99419,0.99367,0.93746,0.38633,0.23124,0.77715,0.00571,0.00571,0.00571
132,3700.47,0.43032,0.26205,0.78875,0.98833,0.99357,0.99374,0.93572,0.38371,0.23479,0.77736,0.005677,0.005677,0.005677
133,3727.86,0.4266,0.26176,0.78649,0.98855,0.99723,0.99376,0.9342,0.39202,0.23875,0.77772,0.005644,0.005644,0.005644
134,3755.31,0.42996,0.26293,0.78616,0.99084,0.99159,0.99359,0.93598,0.39301,0.23303,0.77808,0.005611,0.005611,0.005611
135,3782.85,0.42933,0.26126,0.78612,0.98764,0.99531,0.99377,0.93073,0.38145,0.23114,0.77705,0.005578,0.005578,0.005578
136,3810.41,0.4321,0.2631,0.78738,0.98882,0.99674,0.99367,0.92996,0.38814,0.23237,0.77745,0.005545,0.005545,0.005545
137,3838,0.43101,0.26472,0.78623,0.98845,0.99354,0.99372,0.9371,0.38371,0.23398,0.77723,0.005512,0.005512,0.005512
138,3865.36,0.42649,0.26172,0.78651,0.99211,0.99251,0.99374,0.93841,0.38059,0.23479,0.77688,0.005479,0.005479,0.005479
139,3893.12,0.42174,0.25621,0.78655,0.99238,0.99065,0.99363,0.93952,0.37347,0.2275,0.77722,0.005446,0.005446,0.005446
140,3921.89,0.42438,0.25935,0.78721,0.99084,0.99267,0.99336,0.93952,0.37986,0.23223,0.77712,0.005413,0.005413,0.005413
141,3948.95,0.42159,0.25805,0.78795,0.99132,0.99054,0.99341,0.93725,0.38606,0.23333,0.77712,0.00538,0.00538,0.00538
142,3976.37,0.42326,0.25609,0.78854,0.9925,0.99048,0.99365,0.93348,0.38643,0.23097,0.77689,0.005347,0.005347,0.005347
143,4003.73,0.41808,0.25761,0.78807,0.99342,0.99037,0.99365,0.9352,0.38069,0.22926,0.77676,0.005314,0.005314,0.005314
144,4031.1,0.41849,0.25621,0.78538,0.99034,0.99222,0.99352,0.93302,0.38349,0.23162,0.77675,0.005281,0.005281,0.005281
145,4058.21,0.40927,0.25963,0.78646,0.9913,0.98955,0.99374,0.93466,0.37907,0.23189,0.77632,0.005248,0.005248,0.005248
146,4085.71,0.42165,0.25584,0.78803,0.99071,0.99335,0.99371,0.93461,0.36862,0.22703,0.77609,0.005215,0.005215,0.005215
147,4112.93,0.41659,0.25371,0.78789,0.99037,0.99445,0.99353,0.93668,0.37945,0.22819,0.77655,0.005182,0.005182,0.005182
148,4140.18,0.41362,0.25194,0.78691,0.98993,0.99459,0.99335,0.93759,0.3776,0.22595,0.77653,0.005149,0.005149,0.005149
149,4168.01,0.41621,0.25449,0.78631,0.99117,0.99031,0.99372,0.93836,0.36942,0.22246,0.77667,0.005116,0.005116,0.005116
150,4195.32,0.41023,0.25091,0.78723,0.99366,0.9926,0.99356,0.9392,0.37098,0.22514,0.77649,0.005083,0.005083,0.005083
151,4222.74,0.40721,0.25239,0.78521,0.9918,0.99089,0.99364,0.93883,0.37045,0.22589,0.77571,0.00505,0.00505,0.00505
152,4250.04,0.41094,0.25233,0.78779,0.99015,0.99464,0.99385,0.93922,0.36319,0.22446,0.77551,0.005017,0.005017,0.005017
153,4277.48,0.40671,0.25352,0.7861,0.99273,0.99225,0.99364,0.93949,0.36994,0.22841,0.77585,0.004984,0.004984,0.004984
154,4304.84,0.40772,0.25362,0.78619,0.99336,0.99104,0.99358,0.94036,0.36809,0.22611,0.77558,0.004951,0.004951,0.004951
155,4331.76,0.40726,0.24911,0.78849,0.99464,0.99114,0.99372,0.94146,0.36727,0.22155,0.7755,0.004918,0.004918,0.004918
156,4359.43,0.40439,0.2509,0.78778,0.99036,0.9928,0.99375,0.93901,0.36391,0.22131,0.77532,0.004885,0.004885,0.004885
157,4386.4,0.39976,0.25039,0.7869,0.9911,0.9938,0.99384,0.93909,0.36932,0.22487,0.7764,0.004852,0.004852,0.004852
158,4413.68,0.40214,0.24826,0.785,0.99237,0.99246,0.99379,0.94136,0.36233,0.22332,0.77586,0.004819,0.004819,0.004819
159,4440.92,0.39098,0.24303,0.78677,0.98983,0.99352,0.99371,0.94471,0.3582,0.22187,0.77557,0.004786,0.004786,0.004786
160,4467.81,0.4061,0.24853,0.78502,0.98784,0.99667,0.99369,0.94449,0.35894,0.2206,0.77527,0.004753,0.004753,0.004753
161,4495.05,0.39367,0.24374,0.78734,0.99013,0.99327,0.99384,0.94462,0.3589,0.21829,0.77517,0.00472,0.00472,0.00472
162,4523.37,0.39162,0.24215,0.78785,0.99058,0.99324,0.99383,0.94,0.36173,0.22045,0.77556,0.004687,0.004687,0.004687
163,4550.55,0.39515,0.244,0.78673,0.99179,0.99064,0.99386,0.94226,0.36235,0.21901,0.7757,0.004654,0.004654,0.004654
164,4577.76,0.39217,0.24314,0.78638,0.99222,0.98941,0.99377,0.94308,0.35946,0.21823,0.77536,0.004621,0.004621,0.004621
165,4604.92,0.39219,0.24242,0.78507,0.99182,0.99121,0.99383,0.9433,0.35561,0.21775,0.77515,0.004588,0.004588,0.004588
166,4631.94,0.38661,0.24166,0.78506,0.99271,0.99022,0.99346,0.93999,0.35785,0.21912,0.77493,0.004555,0.004555,0.004555
167,4659.04,0.3892,0.24072,0.78616,0.99125,0.99467,0.99382,0.94405,0.35638,0.22054,0.77499,0.004522,0.004522,0.004522
168,4686.63,0.3904,0.243,0.78755,0.99103,0.99298,0.99364,0.93968,0.36197,0.22111,0.77535,0.004489,0.004489,0.004489
169,4713.94,0.39076,0.2401,0.78433,0.99148,0.99467,0.99379,0.94306,0.35096,0.21346,0.77506,0.004456,0.004456,0.004456
170,4741.05,0.38845,0.24009,0.78585,0.99171,0.99367,0.99393,0.94279,0.35425,0.21442,0.77479,0.004423,0.004423,0.004423
171,4768.39,0.38239,0.24024,0.78467,0.99086,0.99453,0.99379,0.94374,0.35185,0.2155,0.77486,0.00439,0.00439,0.00439
172,4795.44,0.38388,0.23928,0.78501,0.99138,0.99445,0.99375,0.94414,0.34938,0.21245,0.77537,0.004357,0.004357,0.004357
173,4822.58,0.37942,0.23762,0.78619,0.99331,0.99159,0.99385,0.94457,0.35009,0.21474,0.77473,0.004324,0.004324,0.004324
174,4849.65,0.38361,0.23743,0.78468,0.99097,0.99463,0.99381,0.94285,0.35158,0.21469,0.77458,0.004291,0.004291,0.004291
175,4877.07,0.38146,0.23501,0.78353,0.98981,0.99345,0.99381,0.94495,0.35403,0.21555,0.77491,0.004258,0.004258,0.004258
176,4904.16,0.37788,0.23856,0.78476,0.99086,0.99356,0.99379,0.94228,0.35331,0.21623,0.77454,0.004225,0.004225,0.004225
177,4930.87,0.37597,0.23486,0.78397,0.99098,0.99651,0.99378,0.94097,0.35359,0.21215,0.77463,0.004192,0.004192,0.004192
178,4958.04,0.37137,0.23371,0.78504,0.99063,0.99412,0.99387,0.94801,0.35069,0.21206,0.77423,0.004159,0.004159,0.004159
179,4985.04,0.37397,0.23315,0.78609,0.99016,0.99396,0.99387,0.94757,0.3489,0.21338,0.7744,0.004126,0.004126,0.004126
180,5012.66,0.3782,0.23564,0.78553,0.99291,0.99012,0.99379,0.94677,0.35243,0.21183,0.77445,0.004093,0.004093,0.004093
181,5039.6,0.37585,0.23964,0.78599,0.99235,0.99014,0.99374,0.94522,0.34949,0.21466,0.77397,0.00406,0.00406,0.00406
182,5067.18,0.37625,0.23394,0.78551,0.98992,0.99082,0.99381,0.94605,0.34645,0.21156,0.77385,0.004027,0.004027,0.004027
183,5094.39,0.36881,0.23469,0.78398,0.99154,0.99172,0.99381,0.94652,0.35039,0.21358,0.77431,0.003994,0.003994,0.003994
184,5122.53,0.37165,0.23424,0.78388,0.98783,0.996,0.99383,0.94759,0.34511,0.21046,0.77429,0.003961,0.003961,0.003961
185,5149.81,0.36863,0.23304,0.78634,0.98915,0.99685,0.9939,0.94503,0.34672,0.2127,0.77412,0.003928,0.003928,0.003928
186,5177.14,0.36482,0.22751,0.78633,0.98931,0.99304,0.99375,0.94784,0.34663,0.21129,0.77394,0.003895,0.003895,0.003895
187,5204.61,0.37168,0.23484,0.78454,0.99265,0.99008,0.99371,0.94638,0.34546,0.21166,0.77374,0.003862,0.003862,0.003862
188,5231.37,0.36606,0.22911,0.78415,0.99253,0.99092,0.9938,0.94735,0.34674,0.21051,0.77383,0.003829,0.003829,0.003829
189,5258.35,0.36159,0.23249,0.7852,0.9925,0.9905,0.99373,0.94758,0.34431,0.21009,0.77403,0.003796,0.003796,0.003796
190,5285.41,0.37031,0.23029,0.7861,0.99108,0.99283,0.9938,0.94606,0.34582,0.21086,0.77378,0.003763,0.003763,0.003763
191,5312.3,0.36545,0.23127,0.7837,0.9937,0.98968,0.99379,0.94608,0.34296,0.20716,0.77373,0.00373,0.00373,0.00373
