epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,4302.93,0.25936,0.17628,0.77059,0.98894,0.99751,0.99382,0.95967,0.26803,0.16532,0.82408,8.05e-05,8.05e-05,8.05e-05
178,4326.57,0.25579,0.17618,0.76945,0.99054,0.99487,0.99386,0.96019,0.26722,0.16501,0.8241,7.74062e-05,7.74062e-05,7.74062e-05
179,4350.74,0.25605,0.17447,0.7702,0.99069,0.99377,0.99384,0.96065,0.26662,0.1652,0.82402,7.43125e-05,7.43125e-05,7.43125e-05
180,4374.39,0.26028,0.17537,0.76937,0.99183,0.99657,0.99389,0.96155,0.26553,0.16454,0.82395,7.12187e-05,7.12187e-05,7.12187e-05
181,4398.73,0.25743,0.18043,0.77015,0.99068,0.99743,0.99397,0.95935,0.2652,0.16525,0.82401,6.8125e-05,6.8125e-05,6.8125e-05
182,4422.59,0.25857,0.17422,0.77055,0.98955,0.99543,0.99389,0.95802,0.26603,0.16606,0.8238,6.50312e-05,6.50312e-05,6.50312e-05
183,4446.13,0.25427,0.17537,0.77113,0.99224,0.9943,0.99395,0.95967,0.26839,0.16636,0.82388,6.19375e-05,6.19375e-05,6.19375e-05
184,4471.7,0.25769,0.17539,0.77233,0.99048,0.99679,0.99403,0.96123,0.26752,0.16522,0.82395,5.88437e-05,5.88437e-05,5.88437e-05
185,4495.39,0.25381,0.17483,0.7688,0.9904,0.99688,0.99405,0.95877,0.26818,0.16553,0.82385,5.575e-05,5.575e-05,5.575e-05
186,4519.41,0.2511,0.1708,0.77016,0.99085,0.99704,0.99396,0.9591,0.26708,0.16593,0.82389,5.26562e-05,5.26562e-05,5.26562e-05
187,4543.83,0.25729,0.17633,0.7716,0.99233,0.9946,0.99391,0.96039,0.26664,0.16568,0.82373,4.95625e-05,4.95625e-05,4.95625e-05
188,4567.76,0.25165,0.1701,0.77006,0.99262,0.99093,0.99386,0.96004,0.2652,0.1648,0.82376,4.64687e-05,4.64687e-05,4.64687e-05
189,4591.69,0.24899,0.17361,0.76996,0.99376,0.99241,0.99394,0.95899,0.26561,0.16551,0.82369,4.3375e-05,4.3375e-05,4.3375e-05
190,4615.9,0.25553,0.17458,0.77081,0.99332,0.99081,0.99386,0.96035,0.26621,0.16529,0.82368,4.02813e-05,4.02813e-05,4.02813e-05
191,4657.37,0.26343,0.17952,0.7711,0.9895,0.99691,0.99392,0.95792,0.27688,0.17105,0.82399,3.71875e-05,3.71875e-05,3.71875e-05
192,4680.13,0.25482,0.17376,0.76916,0.98947,0.99673,0.99387,0.95762,0.27893,0.17163,0.82413,3.40938e-05,3.40938e-05,3.40938e-05
193,4703.37,0.24661,0.17225,0.76976,0.9893,0.99657,0.99392,0.95798,0.2774,0.17122,0.82404,3.1e-05,3.1e-05,3.1e-05
194,4726.59,0.2478,0.16936,0.7701,0.9886,0.99659,0.99391,0.95824,0.27815,0.17109,0.82399,2.79063e-05,2.79063e-05,2.79063e-05
195,4749.38,0.24335,0.1687,0.76968,0.98946,0.99758,0.99389,0.95867,0.27712,0.17083,0.82401,2.48125e-05,2.48125e-05,2.48125e-05
196,4772.67,0.24149,0.16767,0.7689,0.99016,0.99727,0.9939,0.95919,0.27505,0.17041,0.82384,2.17188e-05,2.17188e-05,2.17188e-05
197,4795.94,0.23822,0.1656,0.771,0.9902,0.99708,0.99388,0.95896,0.27424,0.17032,0.82371,1.8625e-05,1.8625e-05,1.8625e-05
198,4819.52,0.236,0.1631,0.76914,0.99004,0.99655,0.99389,0.96059,0.2719,0.1686,0.82374,1.55313e-05,1.55313e-05,1.55313e-05
199,4843.18,0.23384,0.16224,0.76916,0.99005,0.99648,0.99383,0.96076,0.26991,0.16729,0.8238,1.24375e-05,1.24375e-05,1.24375e-05
200,4866.35,0.23482,0.16248,0.76878,0.99,0.99651,0.99382,0.96056,0.26993,0.16681,0.82388,9.34375e-06,9.34375e-06,9.34375e-06
